eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,crit1,crit2,crit3,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,date
199912000000.0,1999,12,2,0,160,Philippines,5,Southeast Asia,Metropolitan Manila,Makati,14.549431,121.033592,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,1,Business,1.0,Gas/Oil/Electric,Shell Oil Corporation,"Shell Headquarters In Makati, Philippines",Netherlands,1999-12-02
200001000000.0,2000,1,1,0,139,Namibia,11,Sub-Saharan Africa,Kavango,Muitjiku,-17.910812,19.988303,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,2,Armed Assault,1,Business,2.0,Restaurant/Bar/Café,,A Tavern In Muitjiku,Namibia,2000-01-01
200002000000.0,2000,2,1,0,195,Sudan,11,Sub-Saharan Africa,Kassala,Unknown,15.450113,36.400021,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,Sudanese Civilians Residing In Kasala,Sudan,2000-02-01
200003000000.0,2000,3,1,0,110,Lebanon,10,Middle East & North Africa,An Nabatiyah,Ayn Qinya,33.396389,35.707778,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,94.0,Non-State Militia,South Lebanon Army (Sla),"South Lebanon Army Soldiers In 'Ayn Qinya, In Hasbayya District, Lebanon",Lebanon,2000-03-01
200004000000.0,2000,4,1,1,45,Colombia,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilian,Five-Year-Old American Child,United States,2000-04-01
200005000000.0,2000,5,1,0,94,Iran,10,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Iranian Sports Complex,Iran,2000-05-01
200006000000.0,2000,6,1,0,177,Sierra Leone,11,Sub-Saharan Africa,Northern,Mamilla,8.533811,-12.09941,1.0,0.0,"Mamilla Village Near The Government Town Of Mile 91, Approximately 100 Kilometers East Of Freetown",1.0,1.0,1.0,1.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians And Civilian Property In Mamilla Village,Sierra Leone,2000-06-01
200007000000.0,2000,7,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymena,54.863117,-6.278343,3.0,1.0,The Incident Occurred At The Lettereev Area Of Ballymena.,1.0,1.0,1.0,1.0,0.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69.0,Religion Identified,Civilian,The Home Of A Catholic Person In County Antrim,Northern Ireland,2000-07-01
200008000000.0,2000,8,1,0,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1.0,1.0,Close To A Famous Shrine By Dal Lake In Srinagar,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Civilians,Civilians In The Vicinity Of A Garbage Can Near Dal Lake In Srinagar,India,2000-08-01
200009000000.0,2000,9,1,0,213,Uganda,11,Sub-Saharan Africa,Northern,Kitgum district,3.288485,32.87895,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Civilians,Civilians At A Discotheque In Kitgum District,Uganda,2000-09-01
200010000000.0,2000,10,1,0,160,Philippines,5,Southeast Asia,Sorsogon,Bato,13.040437,124.042512,2.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Philippines Army,20Th Infantry Battalion Of The Philippine Army,Philippines,2000-10-01
200011000000.0,2000,11,1,0,98,Italy,8,Western Europe,Veneto,Cordignano,45.952924,12.415,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,A Woman Who Purchased A Booby-Trapped Tube Of Tomato Paste,Italy,2000-11-01
200012000000.0,2000,12,1,0,6,Algeria,10,Middle East & North Africa,Médéa,Berrouaghia,36.133333,2.916667,1.0,1.0,In The Berrouaghia Region,0.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,72.0,Farmer,Civilians,A Shepherd In Medea Province,Algeria,2000-12-01
200101000000.0,2001,1,1,0,45,Colombia,3,South America,Valle del Cauca,Unknown,3.800889,-76.641271,4.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,72.0,Farmer,Civilians,Farmers In Valle Province,Colombia,2001-01-01
200102000000.0,2001,2,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Broughshane,54.893002,-6.208449,1.0,0.0,County Antrim. A Private Home In The Commons,1.0,1.0,1.0,1.0,0.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,69.0,Religion Identified,Civilians,A Catholic Household In The Commons,Northern Ireland,2001-02-01
200103000000.0,2001,3,1,0,174,Senegal,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians In Casamance Province,Senegal,2001-03-01
200104000000.0,2001,4,1,0,19,Bangladesh,6,South Asia,Dhaka,Dhaka,23.791275,90.418205,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate Civilians In Feni, Bangladesh",Bangladesh,2001-04-01
200105000000.0,2001,5,1,0,205,Thailand,5,Southeast Asia,Tak (Province),Molithai,16.491035,98.792184,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,"Thai Civilians In Molithai, Thailand",Thailand,2001-05-01
200106000000.0,2001,6,1,0,97,Israel,10,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Israeli Civilians,A Crowd Of Youths In Tel Aviv Standing Outside The Pacha Nightclub In A Russian Immigrant Community,Israel,2001-06-01
200107000000.0,2001,7,1,0,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Prince Cinema,Civillians In A Cinema In Karachi,Pakistan,2001-07-01
200108000000.0,2001,8,1,0,45,Colombia,3,South America,Antioquia,Medellin district,6.270526,-75.572173,3.0,0.0,This Incident Occurred On A Highway Connecting Medellin And Bogota.,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,103.0,Bridge/Car Tunnel,Colombian Highway System,Bridge On The Bogota - Medellin Highway In Colombia,Colombia,2001-08-01
200109000000.0,2001,9,1,0,185,Spain,8,Western Europe,Basque Country,San Sebastian,43.291618,-1.977903,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,7,Facility/Infrastructure Attack,1,Business,3.0,Bank/Commerce,Bankoa Cash Dispenser,"Bankoa Cash Dispenser In San Sebastian, Spain",Spain,2001-09-01
200110000000.0,2001,10,1,0,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,2,Government (General),18.0,"Government Personnel (excluding police, military)",Jammu And Kashmir State Government,"Jammu And Kashmir State Assembly In Srinagar, India.",India,2001-10-01
200111000000.0,2001,11,1,0,45,Colombia,3,South America,Norte de Santander,Cucuta,7.894195,-72.503885,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),14.0,Judge/Attorney/Court,Colombian Prosecutor,"Carlos Arturo Pinto, A Special Prosecutor With The Judicial And Investigating Police Force",Colombia,2001-11-01
200112000000.0,2001,12,1,0,144,New Zealand,12,Australasia & Oceania,Greater Wellington (Region),Wellington,-41.28646,174.776236,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),46.0,Embassy/Consulate,U.S. Department Of State,"U.S. Embassy In Wellington, New Zealand",United States,2001-12-01
200201000000.0,2002,1,1,0,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Pakistani Civilians In A Nightclub Called, ""Area-51"", In The Southern District Of Clifton In Karachi, Pakistan",Pakistan,2002-01-01
200202000000.0,2002,2,1,0,92,India,6,South Asia,Jammu and Kashmir,Pattan,34.161541,74.553093,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Peoples' Democratic Party,Sheikh Sadiq,India,2002-02-01
200203000000.0,2002,1,25,0,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Hashemite Kingdom Of Jordan,Vehicle Of Jordanian Ambassador To Greece,Greece,2002-01-25
200204000000.0,2002,4,1,0,21,Belgium,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86.0,Place of Worship,,A Belgian Synagogue In Anderlict.,Belgium,2002-04-01
200205000000.0,2002,5,1,1,45,Colombia,3,South America,Antioquia,Unknown,7.198606,-75.341218,4.0,0.0,The Cocorna-San Luis Portion Of The Medellin-Bogota Highway,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Civilians,Two Merchants On The Medellin-Bogota Highway,Colombia,2002-05-01
200206000000.0,2002,6,1,0,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Indian Law Enforcement,Indian Paramilitary Border Security,India,2002-06-01
200207000000.0,2002,7,1,0,93,Indonesia,5,Southeast Asia,Jakarta (Special Capital Region),Jakarta,-6.208821,106.846046,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Graha Cijantung Shopping Mall,"Graha Cijantung Shopping Mall In Jakarta, Indonesia",Indonesia,2002-07-01
200208000000.0,2002,8,1,0,4,Afghanistan,6,South Asia,Ghazni,Ghazni,33.542622,68.415329,1.0,0.0,"The Jaan Maliks School, A Girls School In Ghazni, 120 Km West Of Kabul",1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,A Girls School,"Jaan Maliks School, A Girls School In Ghazni",Afghanistan,2002-08-01
200209000000.0,2002,9,1,0,92,India,6,South Asia,Jammu and Kashmir,Gunthal,33.65,74.288611,2.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,2,Armed Assault,2,Government (General),18.0,"Government Personnel (excluding police, military)",Indian Revenue Department,"The Children Of Revenue Department Employee, Mohd Qayoom",India,2002-09-01
200210000000.0,2002,10,1,0,69,France,8,Western Europe,Corsica,Ghisonaccia,42.016854,9.403982,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,1,Business,3.0,Bank/Commerce,A Bank,A Bank In Ghisonaccia,Corsica,2002-10-01
200211000000.0,2002,11,1,0,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,43.320229,45.654491,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Russian Police,Russian Police Vehicle Traveling In Groznyy,Russia,2002-11-01
200212000000.0,2002,12,1,0,92,India,6,South Asia,Jammu and Kashmir,Unknown,33.778175,76.576171,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Indian Army,"An Indian Army Convoy In Kashmir, India",India,2002-12-01
200301000000.0,2003,1,1,0,167,Russia,9,Eastern Europe,Chechnya (Republic),Oktyabrskoye,43.239931,46.006981,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Chechen Police,Chechen Police Post - Kurchaloi District,Russia,2003-01-01
200302000000.0,2003,2,1,1,6,Algeria,10,Middle East & North Africa,Illizi,Unknown,26.486044,8.757165,4.0,0.0,Near The Libyan-Niger Border,1.0,1.0,1.0,1.0,1.0,0.0,2,Armed Assault,18,Tourists,97.0,Tourist,European Citizens In Algeria,European 'Adventure Tourists' Travelling Through The Illizi Province.,Unknown,2003-02-01
200303000000.0,2003,3,1,0,19,Bangladesh,6,South Asia,Khulna,Khulna,22.845641,89.540328,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Khulna International Trade Fair,"Civilians At The International Trade Fair In Khulna, Bangladesh",Multinational,2003-03-01
200304000000.0,2003,4,1,0,93,Indonesia,5,Southeast Asia,Sumatra (Province),Medan,3.585242,98.675598,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,106.0,Gas,Indonesian Pipeline,Pertamina Pipeline,Indonesia,2003-04-01
200305000000.0,2003,5,1,0,93,Indonesia,5,Southeast Asia,Aceh (Province),Lhokseumawe,5.183798,97.141575,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,"Two Civilians In A Food Stall On The Outskirts Of Lhokseumawe, Indonesia",Indonesia,2003-05-01
200306000000.0,2003,6,1,0,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.631083,65.742226,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,Tribal Leader,"Ahmad Wali Karzai, Tribal Leader And Brother Of Afghan President Hamid Karzai",Afghanistan,2003-06-01
200307000000.0,2003,7,1,0,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Tulkarem,32.312052,35.026458,1.0,1.0,The Attack Occurred At An Israeli Army Checkpoint Near Tulkarm.,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Israeli Army,Israeli Army Checkpoint In Tulkarem,Israel,2003-07-01
200308000000.0,2003,8,1,0,167,Russia,9,Eastern Europe,North Ossetia-Alania (Republic),Mozdok,43.75,44.65,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Russian Military,A Russian Military Hospital In North Ossetia,Russia,2003-08-01
200309000000.0,2003,9,1,0,213,Uganda,11,Sub-Saharan Africa,Eastern,Soroti,1.717024,33.602424,1.0,1.0,Just North Of Soroti,1.0,1.0,1.0,1.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Ugandan Civilians,Internally Displaced Civilians On A Bus In Soroti,Uganda,2003-09-01
200310000000.0,2003,10,1,0,92,India,6,South Asia,Andhra Pradesh,Tirupati,13.628293,79.41986,1.0,0.0,On A Forest Road About Three Kilometers From Tirupati,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),18.0,"Government Personnel (excluding police, military)",Chief Minister Of Andhra Pradesh,Chief Minister Chandrababu Naidu Of Andra Pradesh,India,2003-10-01
200311000000.0,2003,11,1,0,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,9,Unknown,4,Military,29.0,Military Unit/Patrol/Convoy,Multi-National Force  Iraq (Mnf-I),U.S. Military Convoy In Fallujah,United States,2003-11-01
200312000000.0,2003,12,1,0,45,Colombia,3,South America,Sucre,Punta de Blanco,9.07923,-74.88985,1.0,1.0,This Incident Occurred Outside The Village Of Punta De Blanco En Route To A Nearby Ranch.,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Colombia National Police,"Sucre Department Police In Galeras Locality, Conpes Counterguerilla Forces.",Colombia,2003-12-01
200400000000.0,2004,4,11,1,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Journalists,Michal Kubal,Czech Republic,2004-04-11
200401000000.0,2004,1,1,0,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,83.0,Protester,Civilians,Peace Rally Participants,India,2004-01-01
200402000000.0,2004,2,1,0,6,Algeria,10,Middle East & North Africa,Skikda,Boulakharachef,36.165062,1.336673,2.0,0.0,Between Oum Toub And Beni Ouelben,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Indiscriminate Algerian Citizens,Algerian Civilians Driving Through Skikda,Algeria,2004-02-01
200403000000.0,2004,3,1,0,186,Sri Lanka,6,South Asia,Eastern,Batticaloa,7.733107,81.68882,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Eelam People'S Democratic Party (Epdp),"Ponniah Yogendran, Political Activist For The Eelam People'S Democratic Party (Epdp)",Sri Lanka,2004-03-01
200404000000.0,2004,4,1,0,141,Nepal,6,South Asia,Mid-Western,Jumla District,29.275445,82.132512,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Civilians,Civilians Located In The Tatopani Village Development Committee,Nepal,2004-04-01
200405000000.0,2004,5,1,0,173,Saudi Arabia,10,Middle East & North Africa,Madinah,Yanbu,24.089097,38.063963,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,1,Business,1.0,Gas/Oil/Electric,Abb Lummus Global,"Abb Lummus Yanbu Oil Refinery In Yanbu' Al Bahr, Saudi Arabia",Switzerland,2004-05-01
200406000000.0,2004,6,1,0,160,Philippines,5,Southeast Asia,Zamboanga del Sur,Pagadian,7.825203,123.437378,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,Phillipino Civilians,D-Beam Citimart Store  In Pagadian City,Philippines,2004-06-01
200407000000.0,2004,7,2,0,209,Turkey,10,Middle East & North Africa,Van,Van,38.504136,43.375265,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)",Turkish Government,Governor Hikmet Tan,Turkey,2004-07-02
200408000000.0,2004,8,1,0,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Our Lady Of Salvation Christian Church,Christian Church And Its Parishioners,Iraq,2004-08-01
200409000000.0,2004,9,1,0,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Government Official,Martin Klepetko,Czech Republic,2004-09-01
200410000000.0,2004,10,1,0,153,Pakistan,6,South Asia,Punjab,Sialkot,32.493537,74.530343,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Worshippers At The Shiite Mosque,Zainabia Mosque,Pakistan,2004-10-01
200411000000.0,2004,11,1,0,38,Canada,1,North America,Quebec,Unknown,0.0,0.0,5.0,0.0,"Near Coaticook Town, A Few Kilometers From The Vermont Border",1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,Hyrdo-Quebec,Hydro-Quebec Tower Of The Radisson-Nicolet-Des Cantons Power Line Near Coaticook,Canada,2004-11-01
200412000000.0,2004,12,1,1,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,4.0,Multinational Corporation,Sandi Group,Iraqi Employees Of Sandi Group,United States,2004-12-01
200501000000.0,2005,1,1,0,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Multi-National Force  Iraq (Mnf-I),Us Military Personnel Stationed In Baghdad'S Green Zone,United States,2005-01-01
200502000000.0,2005,2,1,0,74,Georgia,7,Central Asia,Shida Kartlie (Region),Gori,41.981361,44.109539,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,,Unknown,Gori Police,,Georgia,2005-02-01
200503000000.0,2005,3,1,0,98,Italy,8,Western Europe,Lombardy,Milan,45.469212,9.174508,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Carabinieri Paramilitary Police,A Carabinieri Police Barracks In Milan,Italy,2005-03-01
200504000000.0,2005,4,1,0,4,Afghanistan,6,South Asia,Kandahar,Spin Boldak,31.002735,66.405617,1.0,1.0,Twenty Km Outside Of Spin Boldak,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,37.0,NATO,North Atlantic Treaty Organization (Nato): International Security Assistance Force (Isaf),United States Convoy,International,2005-04-01
200505000000.0,2005,5,1,0,95,Iraq,10,Middle East & North Africa,Nineveh,Tal Afar,36.376823,42.448875,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,14,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Kurdish Funeral,Taleb Sayed Wahba'S Funeral In Tal Afar,Iraq,2005-05-01
200506000000.0,2005,6,1,0,4,Afghanistan,6,South Asia,Kandahar,Kandahar,31.631083,65.742226,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Mosque,Abdul Rab Akhundzada Mosque,Afghanistan,2005-06-01
200507000000.0,2005,7,1,0,167,Russia,9,Eastern Europe,Dagestan (Republic),Makhachkala,42.98542,47.450668,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Russian Government,Military In Disputed Region,Russia,2005-07-01
200508000000.0,2005,8,1,0,45,Colombia,3,South America,Cesar,Atanquez,10.697758,-73.352731,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Colombian Police Forces,A Police Convoy In Atanquez,Colombia,2005-08-01
200509000000.0,2005,9,1,0,217,United States,1,North America,California,Los Angeles,34.097866,-118.407379,1.0,0.0,"At Residence Of Guerdon Stuckey, The  Animal Services General Manager",1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,2,Government (General),18.0,"Government Personnel (excluding police, military)",Animal Services Department,"Guerdon Stuckey, Animal Services Director",United States,2005-09-01
200510000000.0,2005,10,1,0,93,Indonesia,5,Southeast Asia,Bali (Province),Jimbaran,-8.790422,115.159278,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,3,Bombing/Explosion,18,Tourists,97.0,Tourist,Civilan(S),Tourists In Jimbaran,Multinational,2005-10-01
200511000000.0,2005,11,1,0,209,Turkey,10,Middle East & North Africa,Hakkari,Semdinli,37.303442,44.57696,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilan(S),Semdinli Civilians,Turkey,2005-11-01
200512000000.0,2005,12,1,0,19,Bangladesh,6,South Asia,Dhaka,Gazipur,24.092858,90.419022,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,2,Government (General),14.0,Judge/Attorney/Court,Bangladesh Judicary/Government,Gazipur Government Administrative/Courthouse Building,Bangladesh,2005-12-01
200601000000.0,2006,1,1,0,4,Afghanistan,6,South Asia,Farah,Farah,32.37001,62.128456,1.0,0.0,Charbagh Area Of Farah City,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,,School For Girls,Afghanistan,2006-01-01
200602000000.0,2006,1,19,0,45,Colombia,3,South America,Arauca,Arauca,7.08582,-70.75779,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,1.0,Gas/Oil/Electric,Ecopetrol,Three Employees,Colombia,2006-01-19
200603000000.0,2006,3,1,0,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0.0,Main Road Housing A Market In The Southeastern Neighbourhood Of Jadid.,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,69.0,Religion Identified,Shi I Muslims,,Iraq,2006-03-01
200604000000.0,2006,4,1,0,205,Thailand,5,Southeast Asia,Yala (Province),Than To (District),6.168865,101.181128,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,68.0,Named Civilian,Civil Society Of Thailand,"Arunne Srithep, Citizen Of Yala",Thailand,2006-04-01
200605000000.0,2006,5,1,0,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Miran Shah,33.006516,70.068253,1.0,1.0,25 Km East,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,68.0,Named Civilian,Pro-Government Tribal Elder,Janat Mir,Pakistan,2006-05-01
